                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                 #####################################                                                                                                                                                                       
                                                                                                 #...................................#                                                                                                                                                                       
                                                                                                 #...................................#                                                                                                                                                                       
                                                                                                 #...................................#                                                                                                                                                                       
                                                                                                 #...................................#                                                                                                                                                                       
                                                                                                 #...................................#                                                                                                                                                                       
                                                                                                 #...................................#                                                                                                                                                                       
                                                                                                 #...................................#                                                                                                                                                                       
                                                                                                 #...................................#                                                                                                                                                                       
                                                                                                 #...................................#                                                                                                                                                                       
                                                                                                 #...................................#                                                                                                                                                                       
                                                                                                 #...................................#                                                                                                                                                                       
                                                                                                 #...................................#                                                                                                                                                                       
                                                                                                 #...................................#                                                                                                                                                                       
                                                                                                 #...................................#                                                                                                                                                                       
                                                                                                 #...................................#                                                                                                                                                                       
                                                                                                 #...................................#                                                                                                                                                                       
                                                                                                 #...................................#                                                                                                                                                                       
                                                                                                 #...................................#                                                                                                                                                                       
                                                                                                 #...................................#                                                                                                                                                                       
                                                                                                 #...................................#                                                                                                                                                                       
                                                                       ###########               #...................................#                                                                                                                                                                       
                                                                       #.........#               #...................................#                                                                                                                                                                       
                                                                       #.........#               #...................................#                                                                                                                                                                       
                                                                       #.........#               #...................................#                                                                                                                                                                       
                                                                       #.........#               #...................................#                                                                                                                                                                       
                                                                       #.........#               #...................................#                                                                                                                                                                       
                                                                       #.........#               #...................................#                                                                                                                                                                       
                                                                       #.........#               #...................................#                                                                                                                                                                       
                                                                       #.........#               #...................................#                                                                                                                                                                       
                                                                       #.........#               #...................................#                                                                                                                                                                       
                                                                       #.........#               #...................................#                                                                                                                                                                       
                                      ###################-=============-.........#               #...................................#                                                                                                                                                                       
                                      #.......................#        #.........#               #...................................#                                                                                                                                                                       
                                      #.......................#        #.........#               #...................................#                                                                                                                                                                       
                                      #.......................#        #.........#               #...................................#                                                                                                                                                                       
                                      #.......................#        #.........#               #...................................#                                                                                                                                                                       
                                      #.......................#        #.........#               ##################+##################                                                                                                                                                                       
                                      #.......................#        #.........#                                 =                                                                                                                                                                                         
                                      #.......................#        #.........# ###################             =                                                                                                                                                                                         
                                      #.......................#        #.........# #.................#             =                                                                                                                                                                                         
                                      #.......................#        #.........# #.................#             =                                                                                                                                                                                         
                                      #.......................#        #.........# #.................#             =                                                                                                                                                                                         
                                      #.......................#        ########### #.................#             =                                                                                                                                                                                         
                                      #.......................#                    #.................#             =##########################                                                                                                                                                               
                                      #.......................#                    #.................#             =.........................#                                                                                                                                                               
                                      #.......................#                    #.................#             =.........................#                                                                                                                                                               
                                      #.......................#                    #.................#             =.........................#                                                                                                                                                               
                                      #.......................#                    #.................#             =.........................#                                                                                                                                                               
                                      #.......................#                    #.................#             =.........................#                                                                                                                                                               
                                      #.......................#                    #.................#             =.........................#                                                                                                                                                               
                                      #.......................#                    #.................#             +.........................#                                                                                                                                                               
                                      #.......................#                    #.................-=============-.........................#                                                                                                                                                               
                                      #.......................#                    #.................#             #.........................#                                                                                                                                                               
                                      #.......................#                    #.................#             #.........................#                                                                                                                                                               
                                      #.......................#                    #.................#             #.........................#                                                                                                                                                               
                                      #.......................#                    #.................#             #.........................#                                                                                                                                                               
                                      #.......................#                    #.................#             #.........................#                                                                                                                                                               
                                      #.......................#                    #.................#             #.........................#                                                                                                                                                               
                                      #.......................#                    #.................#             #.........................#                                                                                                                                                               
                                      #.......................#                    #.................#             #.........................#                                                                                                                                                               
                                      #.......................#                    #.................#             #.........................#                                                                                                                                                               
                                      #.......................#                    #.................#             #.........................#                                                                                                                                                               
                                      #.......................#                    #.................#             #.........................#                                                                                                                                                               
                                      #.......................#                    #.................#             #.........................#                                                                                                                                                               
                                      #.......................#                    ###################             #.........................#                                                                                                                                                               
                                      ############+############                                                    #.........................#                                                                                                                                                               
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
                                                                                                                                                                                                                                                                                                             
